episode,reward,avg_loss,epsilon,action0_frac,action1_frac,action2_frac
39,1.166700,0.000000,0.998750,0.000000,1.000000,0.000000
40,0.500000,0.000000,0.998719,1.000000,0.000000,0.000000
41,1.166700,0.000000,0.998687,0.000000,1.000000,0.000000
42,0.500000,0.000000,0.998656,1.000000,0.000000,0.000000
43,2.500000,0.000000,0.998625,0.000000,0.000000,1.000000
44,0.500000,0.000000,0.998594,1.000000,0.000000,0.000000
45,0.500000,0.000000,0.998563,1.000000,0.000000,0.000000
46,0.500000,0.000000,0.998531,1.000000,0.000000,0.000000
47,0.500000,0.000000,0.998500,1.000000,0.000000,0.000000
48,1.166700,0.000000,0.998469,0.000000,1.000000,0.000000
49,1.166700,0.000000,0.998437,0.000000,1.000000,0.000000
50,0.500000,0.000000,0.998406,1.000000,0.000000,0.000000
51,0.500000,0.000000,0.998375,1.000000,0.000000,0.000000
52,0.500000,0.000000,0.998344,1.000000,0.000000,0.000000
53,1.166700,0.000000,0.998313,0.000000,1.000000,0.000000
54,1.166700,0.000000,0.998281,0.000000,1.000000,0.000000
55,1.166700,0.000000,0.998250,0.000000,1.000000,0.000000
56,2.500000,0.000000,0.998219,0.000000,0.000000,1.000000
57,1.166700,0.000000,0.998188,0.000000,1.000000,0.000000
58,0.500000,0.000000,0.998156,1.000000,0.000000,0.000000
59,2.500000,0.000000,0.998125,0.000000,0.000000,1.000000
60,1.166700,0.000000,0.998094,0.000000,1.000000,0.000000
61,2.500000,0.000000,0.998062,0.000000,0.000000,1.000000
62,1.166700,0.000000,0.998031,0.000000,1.000000,0.000000
63,1.166700,0.000000,0.998000,0.000000,1.000000,0.000000
64,1.166700,0.000000,0.997969,0.000000,1.000000,0.000000
65,0.500000,0.000000,0.997938,1.000000,0.000000,0.000000
66,1.166700,0.000000,0.997906,0.000000,1.000000,0.000000
67,1.166700,0.000000,0.997875,0.000000,1.000000,0.000000
68,2.500000,0.000000,0.997844,0.000000,0.000000,1.000000
69,1.166700,0.000000,0.997812,0.000000,1.000000,0.000000
70,1.166700,0.000000,0.997781,0.000000,1.000000,0.000000
71,1.166700,0.000000,0.997750,0.000000,1.000000,0.000000
72,1.166700,0.000000,0.997719,0.000000,1.000000,0.000000
73,1.166700,0.000000,0.997687,0.000000,1.000000,0.000000
74,0.500000,0.000000,0.997656,1.000000,0.000000,0.000000
75,1.166700,0.000000,0.997625,0.000000,1.000000,0.000000
76,1.166700,0.000000,0.997594,0.000000,1.000000,0.000000
77,2.500000,0.000000,0.997563,0.000000,0.000000,1.000000
78,1.166700,0.000000,0.997531,0.000000,1.000000,0.000000
79,0.500000,0.000000,0.997500,1.000000,0.000000,0.000000
80,0.500000,0.000000,0.997469,1.000000,0.000000,0.000000
81,2.500000,0.000000,0.997437,0.000000,0.000000,1.000000
82,0.500000,0.000000,0.997406,1.000000,0.000000,0.000000
83,1.166700,0.000000,0.997375,0.000000,1.000000,0.000000
84,0.500000,0.000000,0.997344,1.000000,0.000000,0.000000
85,2.500000,0.000000,0.997313,0.000000,0.000000,1.000000
86,2.500000,0.000000,0.997281,0.000000,0.000000,1.000000
87,0.500000,0.000000,0.997250,1.000000,0.000000,0.000000
88,2.500000,0.000000,0.997219,0.000000,0.000000,1.000000
89,0.500000,0.000000,0.997188,1.000000,0.000000,0.000000
90,2.500000,0.000000,0.997156,0.000000,0.000000,1.000000
91,2.500000,0.000000,0.997125,0.000000,0.000000,1.000000
92,1.166700,0.000000,0.997094,0.000000,1.000000,0.000000
93,0.500000,0.000000,0.997062,1.000000,0.000000,0.000000
94,0.500000,0.000000,0.997031,1.000000,0.000000,0.000000
95,1.166700,0.000000,0.997000,0.000000,1.000000,0.000000
96,0.500000,0.000000,0.996969,1.000000,0.000000,0.000000
97,2.500000,0.000000,0.996938,0.000000,0.000000,1.000000
98,0.500000,0.000000,0.996906,1.000000,0.000000,0.000000
99,0.500000,0.000000,0.996875,1.000000,0.000000,0.000000
100,1.166700,0.000000,0.996844,0.000000,1.000000,0.000000
101,1.166700,0.000000,0.996812,0.000000,1.000000,0.000000
102,2.500000,0.000000,0.996781,0.000000,0.000000,1.000000
103,0.500000,0.000000,0.996750,1.000000,0.000000,0.000000
104,1.166700,0.000000,0.996719,0.000000,1.000000,0.000000
105,1.166700,0.000000,0.996687,0.000000,1.000000,0.000000
106,2.500000,0.000000,0.996656,0.000000,0.000000,1.000000
107,0.500000,0.000000,0.996625,1.000000,0.000000,0.000000
108,2.500000,0.000000,0.996594,0.000000,0.000000,1.000000
109,0.500000,0.000000,0.996563,1.000000,0.000000,0.000000
110,2.500000,0.000000,0.996531,0.000000,0.000000,1.000000
111,0.500000,0.000000,0.996500,1.000000,0.000000,0.000000
112,0.500000,0.000000,0.996469,1.000000,0.000000,0.000000
113,0.500000,0.000000,0.996437,1.000000,0.000000,0.000000
114,1.166700,0.000000,0.996406,0.000000,1.000000,0.000000
115,0.500000,0.000000,0.996375,1.000000,0.000000,0.000000
116,1.166700,0.000000,0.996344,0.000000,1.000000,0.000000
117,1.166700,0.000000,0.996313,0.000000,1.000000,0.000000
118,2.500000,0.000000,0.996281,0.000000,0.000000,1.000000
119,0.500000,0.000000,0.996250,1.000000,0.000000,0.000000
120,2.500000,0.000000,0.996219,0.000000,0.000000,1.000000
121,1.166700,0.000000,0.996188,0.000000,1.000000,0.000000
122,2.500000,0.000000,0.996156,0.000000,0.000000,1.000000
123,2.500000,0.000000,0.996125,0.000000,0.000000,1.000000
124,0.500000,0.000000,0.996094,1.000000,0.000000,0.000000
125,0.500000,0.000000,0.996062,1.000000,0.000000,0.000000
126,1.166700,0.000000,0.996031,0.000000,1.000000,0.000000
127,1.166700,0.000000,0.996000,0.000000,1.000000,0.000000
128,0.500000,0.000000,0.995969,1.000000,0.000000,0.000000
129,0.500000,0.000000,0.995938,1.000000,0.000000,0.000000
130,1.166700,0.000000,0.995906,0.000000,1.000000,0.000000
131,1.166700,0.000000,0.995875,0.000000,1.000000,0.000000
132,0.500000,0.000000,0.995844,1.000000,0.000000,0.000000
133,0.500000,0.000000,0.995812,1.000000,0.000000,0.000000
134,2.500000,0.000000,0.995781,0.000000,0.000000,1.000000
135,2.500000,0.000000,0.995750,0.000000,0.000000,1.000000
136,0.500000,0.000000,0.995719,1.000000,0.000000,0.000000
137,2.500000,0.000000,0.995687,0.000000,0.000000,1.000000
138,0.500000,0.000000,0.995656,1.000000,0.000000,0.000000
139,0.500000,0.000000,0.995625,1.000000,0.000000,0.000000
140,2.500000,0.000000,0.995594,0.000000,0.000000,1.000000
141,0.500000,0.000000,0.995563,1.000000,0.000000,0.000000
142,2.500000,0.000000,0.995531,0.000000,0.000000,1.000000
143,0.500000,0.000000,0.995500,1.000000,0.000000,0.000000
144,0.500000,0.000000,0.995469,1.000000,0.000000,0.000000
145,2.500000,0.000000,0.995437,0.000000,0.000000,1.000000
146,2.500000,0.000000,0.995406,0.000000,0.000000,1.000000
147,1.166700,0.000000,0.995375,0.000000,1.000000,0.000000
148,0.500000,0.000000,0.995344,1.000000,0.000000,0.000000
149,0.500000,0.000000,0.995313,1.000000,0.000000,0.000000
150,0.500000,0.000000,0.995281,1.000000,0.000000,0.000000
151,1.166700,0.000000,0.995250,0.000000,1.000000,0.000000
152,1.166700,0.000000,0.995219,0.000000,1.000000,0.000000
153,0.500000,0.000000,0.995188,1.000000,0.000000,0.000000
154,1.166700,0.000000,0.995156,0.000000,1.000000,0.000000
155,2.500000,0.000000,0.995125,0.000000,0.000000,1.000000
156,1.166700,0.000000,0.995094,0.000000,1.000000,0.000000
157,0.500000,0.000000,0.995062,1.000000,0.000000,0.000000
158,2.500000,0.000000,0.995031,0.000000,0.000000,1.000000
159,2.500000,0.000000,0.995000,0.000000,0.000000,1.000000
160,0.500000,0.000000,0.994969,1.000000,0.000000,0.000000
161,2.500000,0.000000,0.994938,0.000000,0.000000,1.000000
162,0.500000,0.000000,0.994906,1.000000,0.000000,0.000000
163,0.500000,0.000000,0.994875,1.000000,0.000000,0.000000
164,0.500000,0.000000,0.994844,1.000000,0.000000,0.000000
165,2.500000,0.000000,0.994812,0.000000,0.000000,1.000000
166,0.500000,0.000000,0.994781,1.000000,0.000000,0.000000
167,2.500000,0.000000,0.994750,0.000000,0.000000,1.000000
168,0.500000,0.000000,0.994719,1.000000,0.000000,0.000000
169,1.166700,0.000000,0.994687,0.000000,1.000000,0.000000
170,0.500000,0.000000,0.994656,1.000000,0.000000,0.000000
171,1.166700,0.000000,0.994625,0.000000,1.000000,0.000000
172,1.166700,0.000000,0.994594,0.000000,1.000000,0.000000
173,1.166700,0.000000,0.994563,0.000000,1.000000,0.000000
174,2.500000,0.000000,0.994531,0.000000,0.000000,1.000000
175,1.166700,0.000000,0.994500,0.000000,1.000000,0.000000
176,1.166700,0.000000,0.994469,0.000000,1.000000,0.000000
177,2.500000,0.000000,0.994437,0.000000,0.000000,1.000000
178,1.166700,0.000000,0.994406,0.000000,1.000000,0.000000
179,2.500000,0.000000,0.994375,0.000000,0.000000,1.000000
180,1.166700,0.000000,0.994344,0.000000,1.000000,0.000000
181,0.500000,0.000000,0.994313,1.000000,0.000000,0.000000
182,1.166700,0.000000,0.994281,0.000000,1.000000,0.000000
183,0.500000,0.000000,0.994250,1.000000,0.000000,0.000000
184,0.500000,0.000000,0.994219,1.000000,0.000000,0.000000
185,2.500000,0.000000,0.994188,0.000000,0.000000,1.000000
186,0.500000,0.000000,0.994156,1.000000,0.000000,0.000000
187,0.500000,0.000000,0.994125,1.000000,0.000000,0.000000
188,2.500000,0.000000,0.994094,0.000000,0.000000,1.000000
189,1.166700,0.000000,0.994062,0.000000,1.000000,0.000000
190,1.166700,0.000000,0.994031,0.000000,1.000000,0.000000
191,2.500000,0.000000,0.994000,0.000000,0.000000,1.000000
192,2.500000,0.000000,0.993969,0.000000,0.000000,1.000000
193,2.500000,0.000000,0.993938,0.000000,0.000000,1.000000
194,1.166700,0.000000,0.993906,0.000000,1.000000,0.000000
195,0.500000,0.000000,0.993875,1.000000,0.000000,0.000000
196,0.500000,0.000000,0.993844,1.000000,0.000000,0.000000
197,0.500000,0.000000,0.993812,1.000000,0.000000,0.000000
198,0.500000,0.000000,0.993781,1.000000,0.000000,0.000000
199,0.500000,0.000000,0.993750,1.000000,0.000000,0.000000
200,2.509276,1.983435,0.993719,0.000000,0.000000,1.000000
201,0.525769,1.816025,0.993687,1.000000,0.000000,0.000000
202,0.519942,1.780294,0.993656,1.000000,0.000000,0.000000
203,1.176601,1.740384,0.993625,0.000000,1.000000,0.000000
204,1.164936,1.705270,0.993594,0.000000,1.000000,0.000000
205,0.488884,1.672374,0.993563,1.000000,0.000000,0.000000
206,2.530353,1.638076,0.993531,0.000000,0.000000,1.000000
207,0.495233,1.602593,0.993500,1.000000,0.000000,0.000000
208,1.114006,1.573496,0.993469,0.000000,1.000000,0.000000
209,1.162892,1.537200,0.993437,0.000000,1.000000,0.000000
210,2.453266,1.505477,0.993406,0.000000,0.000000,1.000000
211,1.168502,1.474448,0.993375,0.000000,1.000000,0.000000
212,0.504428,1.444526,0.993344,1.000000,0.000000,0.000000
213,2.443101,1.522139,0.993313,0.000000,0.000000,1.000000
214,2.530245,1.383130,0.993281,0.000000,0.000000,1.000000
215,0.504070,1.350213,0.993250,1.000000,0.000000,0.000000
216,0.495509,1.320100,0.993219,1.000000,0.000000,0.000000
217,2.508608,1.289870,0.993188,0.000000,0.000000,1.000000
218,0.497291,1.259250,0.993156,1.000000,0.000000,0.000000
219,2.489717,1.233001,0.993125,0.000000,0.000000,1.000000
220,0.476901,1.201448,0.993094,1.000000,0.000000,0.000000
221,0.491300,1.172043,0.993062,1.000000,0.000000,0.000000
222,0.478373,1.143138,0.993031,1.000000,0.000000,0.000000
223,1.165266,1.113301,0.993000,0.000000,1.000000,0.000000
224,0.494620,1.085279,0.992969,1.000000,0.000000,0.000000
225,1.134667,1.056600,0.992938,0.000000,1.000000,0.000000
226,0.487015,1.030766,0.992906,1.000000,0.000000,0.000000
227,0.487797,1.003406,0.992875,1.000000,0.000000,0.000000
228,2.531780,1.161527,0.992844,0.000000,0.000000,1.000000
229,1.134288,0.948444,0.992812,0.000000,1.000000,0.000000
230,1.155021,0.920543,0.992781,0.000000,1.000000,0.000000
231,2.455567,0.896538,0.992750,0.000000,0.000000,1.000000
232,0.499106,0.869359,0.992719,1.000000,0.000000,0.000000
233,1.170798,0.844823,0.992687,0.000000,1.000000,0.000000
234,2.525173,0.821843,0.992656,0.000000,0.000000,1.000000
235,0.467794,0.799369,0.992625,1.000000,0.000000,0.000000
236,0.469114,0.772709,0.992594,1.000000,0.000000,0.000000
237,0.478830,0.750313,0.992563,1.000000,0.000000,0.000000
238,2.532903,0.728285,0.992531,0.000000,0.000000,1.000000
239,1.145098,0.708765,0.992500,0.000000,1.000000,0.000000
240,0.472918,0.686760,0.992469,1.000000,0.000000,0.000000
241,1.167191,0.667745,0.992437,0.000000,1.000000,0.000000
242,0.467382,0.652489,0.992406,1.000000,0.000000,0.000000
243,2.518968,0.631225,0.992375,0.000000,0.000000,1.000000
244,1.135887,0.612964,0.992344,0.000000,1.000000,0.000000
245,0.481360,0.595922,0.992313,1.000000,0.000000,0.000000
246,2.500852,0.579826,0.992281,0.000000,0.000000,1.000000
247,0.480784,0.566278,0.992250,1.000000,0.000000,0.000000
248,1.122297,0.548342,0.992219,0.000000,1.000000,0.000000
249,0.469795,0.533824,0.992188,1.000000,0.000000,0.000000
250,1.169139,0.520955,0.992156,0.000000,1.000000,0.000000
251,2.489117,0.507384,0.992125,0.000000,0.000000,1.000000
252,0.478041,0.495527,0.992094,1.000000,0.000000,0.000000
253,1.146993,0.484965,0.992062,0.000000,1.000000,0.000000
254,0.456948,0.475146,0.992031,1.000000,0.000000,0.000000
255,0.458945,0.464473,0.992000,1.000000,0.000000,0.000000
256,2.485820,0.455501,0.991969,0.000000,0.000000,1.000000
257,1.149912,0.446587,0.991938,0.000000,1.000000,0.000000
258,0.476787,0.437634,0.991906,1.000000,0.000000,0.000000
259,2.528022,0.431039,0.991875,0.000000,0.000000,1.000000
260,1.180150,0.422213,0.991844,0.000000,1.000000,0.000000
261,0.449165,0.415134,0.991812,1.000000,0.000000,0.000000
262,0.454164,0.410486,0.991781,1.000000,0.000000,0.000000
263,1.156154,0.402885,0.991750,0.000000,1.000000,0.000000
264,2.511188,0.396601,0.991719,0.000000,0.000000,1.000000
265,0.494103,0.393848,0.991688,1.000000,0.000000,0.000000
266,1.144826,0.386717,0.991656,0.000000,1.000000,0.000000
267,0.476133,0.380798,0.991625,1.000000,0.000000,0.000000
268,0.488217,0.375888,0.991594,1.000000,0.000000,0.000000
269,0.469933,0.369850,0.991563,1.000000,0.000000,0.000000
270,1.147267,0.365071,0.991531,0.000000,1.000000,0.000000
271,1.145790,0.361718,0.991500,0.000000,1.000000,0.000000
272,0.489129,0.356487,0.991469,1.000000,0.000000,0.000000
273,0.495390,0.350689,0.991437,1.000000,0.000000,0.000000
274,2.507251,0.346615,0.991406,0.000000,0.000000,1.000000
275,0.446867,0.340008,0.991375,1.000000,0.000000,0.000000
276,0.495775,0.335971,0.991344,1.000000,0.000000,0.000000
277,0.471363,0.330272,0.991313,1.000000,0.000000,0.000000
278,2.497710,0.323394,0.991281,0.000000,0.000000,1.000000
279,0.493725,0.319646,0.991250,1.000000,0.000000,0.000000
280,2.497960,0.312477,0.991219,0.000000,0.000000,1.000000
281,0.480135,0.307720,0.991187,1.000000,0.000000,0.000000
282,0.443399,0.300590,0.991156,1.000000,0.000000,0.000000
283,1.175258,0.295829,0.991125,0.000000,1.000000,0.000000
284,0.480524,0.294546,0.991094,1.000000,0.000000,0.000000
285,2.535246,0.279693,0.991062,0.000000,0.000000,1.000000
286,1.167782,0.274878,0.991031,0.000000,1.000000,0.000000
287,0.471135,0.267418,0.991000,1.000000,0.000000,0.000000
288,0.490689,0.261150,0.990969,1.000000,0.000000,0.000000
289,0.483708,0.251598,0.990938,1.000000,0.000000,0.000000
290,1.183997,0.244984,0.990906,0.000000,1.000000,0.000000
291,1.179583,0.238803,0.990875,0.000000,1.000000,0.000000
292,1.166463,0.229064,0.990844,0.000000,1.000000,0.000000
293,0.480987,0.223085,0.990812,1.000000,0.000000,0.000000
294,0.471333,0.214156,0.990781,1.000000,0.000000,0.000000
295,1.161712,0.208648,0.990750,0.000000,1.000000,0.000000
296,2.509659,0.200027,0.990719,0.000000,0.000000,1.000000
297,0.461736,0.192750,0.990688,1.000000,0.000000,0.000000
298,0.490894,0.183980,0.990656,1.000000,0.000000,0.000000
299,2.503671,0.177496,0.990625,0.000000,0.000000,1.000000
300,0.505797,0.171000,0.990594,1.000000,0.000000,0.000000
301,0.492022,0.162078,0.990563,1.000000,0.000000,0.000000
302,0.505450,0.155340,0.990531,1.000000,0.000000,0.000000
303,0.495252,0.152691,0.990500,1.000000,0.000000,0.000000
304,1.176370,0.143723,0.990469,0.000000,1.000000,0.000000
305,2.493919,0.136894,0.990437,0.000000,0.000000,1.000000
306,1.127639,0.132233,0.990406,0.000000,1.000000,0.000000
307,0.509726,0.125134,0.990375,1.000000,0.000000,0.000000
308,1.168466,0.120552,0.990344,0.000000,1.000000,0.000000
309,0.499217,0.114200,0.990313,1.000000,0.000000,0.000000
310,0.521341,0.110897,0.990281,1.000000,0.000000,0.000000
311,1.132876,0.105298,0.990250,0.000000,1.000000,0.000000
312,0.493836,0.101810,0.990219,1.000000,0.000000,0.000000
313,0.510091,0.098855,0.990187,1.000000,0.000000,0.000000
314,1.162830,0.095081,0.990156,0.000000,1.000000,0.000000
315,1.148941,0.094771,0.990125,0.000000,1.000000,0.000000
316,0.489826,0.092580,0.990094,1.000000,0.000000,0.000000
317,0.519970,0.087691,0.990062,1.000000,0.000000,0.000000
318,0.494327,0.084701,0.990031,1.000000,0.000000,0.000000
319,1.156441,0.084135,0.990000,0.000000,1.000000,0.000000
320,0.483321,0.083068,0.989969,1.000000,0.000000,0.000000
321,2.517665,0.082576,0.989938,0.000000,0.000000,1.000000
322,0.500077,0.080299,0.989906,1.000000,0.000000,0.000000
323,0.512538,0.079812,0.989875,1.000000,0.000000,0.000000
324,0.506036,0.082928,0.989844,1.000000,0.000000,0.000000
325,0.495929,0.079660,0.989812,1.000000,0.000000,0.000000
326,0.503506,0.080697,0.989781,1.000000,0.000000,0.000000
327,0.512108,0.079797,0.989750,1.000000,0.000000,0.000000
328,0.496705,0.081924,0.989719,1.000000,0.000000,0.000000
329,0.506903,0.080455,0.989688,1.000000,0.000000,0.000000
330,0.508800,0.081163,0.989656,1.000000,0.000000,0.000000
331,1.125195,0.081505,0.989625,0.000000,1.000000,0.000000
332,0.514710,0.083109,0.989594,1.000000,0.000000,0.000000
333,1.178938,0.082177,0.989563,0.000000,1.000000,0.000000
334,0.505302,0.083337,0.989531,1.000000,0.000000,0.000000
335,0.491703,0.083467,0.989500,1.000000,0.000000,0.000000
336,0.492681,0.085571,0.989469,1.000000,0.000000,0.000000
337,0.494253,0.085681,0.989437,1.000000,0.000000,0.000000
338,0.497866,0.087407,0.989406,1.000000,0.000000,0.000000
339,0.502557,0.084476,0.989375,1.000000,0.000000,0.000000
340,1.131297,0.088187,0.989344,0.000000,1.000000,0.000000
341,0.498266,0.085274,0.989313,1.000000,0.000000,0.000000
342,0.514684,0.084352,0.989281,1.000000,0.000000,0.000000
343,2.482901,0.084398,0.989250,0.000000,0.000000,1.000000
344,0.495403,0.085472,0.989219,1.000000,0.000000,0.000000
345,0.492774,0.083553,0.989187,1.000000,0.000000,0.000000
346,0.489435,0.085756,0.989156,1.000000,0.000000,0.000000
347,0.481207,0.081761,0.989125,1.000000,0.000000,0.000000
348,0.501134,0.079607,0.989094,1.000000,0.000000,0.000000
349,1.129703,0.078012,0.989062,0.000000,1.000000,0.000000
350,0.481186,0.076539,0.989031,1.000000,0.000000,0.000000
351,0.505180,0.077490,0.989000,1.000000,0.000000,0.000000
352,0.495079,0.075165,0.988969,1.000000,0.000000,0.000000
353,0.456974,0.072764,0.988938,1.000000,0.000000,0.000000
354,0.494509,0.068493,0.988906,1.000000,0.000000,0.000000
355,2.460074,0.071100,0.988875,0.000000,0.000000,1.000000
356,1.159381,0.064646,0.988844,0.000000,1.000000,0.000000
357,0.471626,0.060456,0.988812,1.000000,0.000000,0.000000
358,0.452632,0.058356,0.988781,1.000000,0.000000,0.000000
359,0.475046,0.055127,0.988750,1.000000,0.000000,0.000000
360,1.144952,0.054046,0.988719,0.000000,1.000000,0.000000
361,0.484768,0.050078,0.988688,1.000000,0.000000,0.000000
362,0.484350,0.046643,0.988656,1.000000,0.000000,0.000000
363,1.135196,0.044224,0.988625,0.000000,1.000000,0.000000
364,0.465726,0.041431,0.988594,1.000000,0.000000,0.000000
365,0.470297,0.038115,0.988563,1.000000,0.000000,0.000000
366,1.155971,0.035389,0.988531,0.000000,1.000000,0.000000
367,0.464847,0.033386,0.988500,1.000000,0.000000,0.000000
368,0.482213,0.031139,0.988469,1.000000,0.000000,0.000000
369,0.461300,0.026842,0.988437,1.000000,0.000000,0.000000
370,0.457926,0.024967,0.988406,1.000000,0.000000,0.000000
371,1.155739,0.022814,0.988375,0.000000,1.000000,0.000000
372,0.477793,0.019672,0.988344,1.000000,0.000000,0.000000
373,2.493429,0.017940,0.988313,0.000000,0.000000,1.000000
374,1.182987,0.016237,0.988281,0.000000,1.000000,0.000000
375,1.153527,0.013479,0.988250,0.000000,1.000000,0.000000
376,0.487568,0.014295,0.988219,1.000000,0.000000,0.000000
377,2.454171,0.011939,0.988187,0.000000,0.000000,1.000000
378,0.459946,0.008985,0.988156,1.000000,0.000000,0.000000
379,0.430489,0.011010,0.988125,1.000000,0.000000,0.000000
380,2.475514,0.009229,0.988094,0.000000,0.000000,1.000000
381,0.451878,0.011116,0.988062,1.000000,0.000000,0.000000
382,1.127307,0.006973,0.988031,0.000000,1.000000,0.000000
383,2.502380,0.006383,0.988000,0.000000,0.000000,1.000000
384,1.130918,0.007820,0.987969,0.000000,1.000000,0.000000
385,2.490596,0.007828,0.987938,0.000000,0.000000,1.000000
386,0.441994,0.006615,0.987906,1.000000,0.000000,0.000000
387,0.445983,0.007751,0.987875,1.000000,0.000000,0.000000
388,1.136982,0.009770,0.987844,0.000000,1.000000,0.000000
389,0.472065,0.008602,0.987812,1.000000,0.000000,0.000000
390,0.428566,0.009693,0.987781,1.000000,0.000000,0.000000
391,0.455356,0.010355,0.987750,1.000000,0.000000,0.000000
392,1.120668,0.011458,0.987719,0.000000,1.000000,0.000000
393,2.470479,0.011601,0.987688,0.000000,0.000000,1.000000
394,0.452201,0.013041,0.987656,1.000000,0.000000,0.000000
395,0.443326,0.014615,0.987625,1.000000,0.000000,0.000000
396,0.448512,0.019161,0.987594,1.000000,0.000000,0.000000
397,1.119426,0.017511,0.987563,0.000000,1.000000,0.000000
398,0.438930,0.018033,0.987531,1.000000,0.000000,0.000000
399,0.429484,0.019036,0.987500,1.000000,0.000000,0.000000
400,0.447258,0.022138,0.987469,1.000000,0.000000,0.000000
401,0.454032,0.023141,0.987437,1.000000,0.000000,0.000000
402,0.444986,0.024322,0.987406,1.000000,0.000000,0.000000
403,0.460530,0.023785,0.987375,1.000000,0.000000,0.000000
404,0.465519,0.027848,0.987344,1.000000,0.000000,0.000000
405,2.512198,0.029162,0.987313,0.000000,0.000000,1.000000
406,1.173254,0.026384,0.987281,0.000000,1.000000,0.000000
407,0.443558,0.027865,0.987250,1.000000,0.000000,0.000000
408,0.441312,0.027717,0.987219,1.000000,0.000000,0.000000
409,0.474127,0.028289,0.987187,1.000000,0.000000,0.000000
410,0.461944,0.030178,0.987156,1.000000,0.000000,0.000000
411,0.453765,0.030553,0.987125,1.000000,0.000000,0.000000
412,0.431522,0.029048,0.987094,1.000000,0.000000,0.000000
413,2.531182,0.030680,0.987062,0.000000,0.000000,1.000000
414,2.483036,0.028528,0.987031,0.000000,0.000000,1.000000
415,1.163558,0.028962,0.987000,0.000000,1.000000,0.000000
416,0.447290,0.028677,0.986969,1.000000,0.000000,0.000000
417,0.449091,0.028629,0.986938,1.000000,0.000000,0.000000
418,1.173419,0.025685,0.986906,0.000000,1.000000,0.000000
419,2.528182,0.026215,0.986875,0.000000,0.000000,1.000000
420,1.181515,0.024281,0.986844,0.000000,1.000000,0.000000
421,0.468897,0.023369,0.986812,1.000000,0.000000,0.000000
422,0.475092,0.023180,0.986781,1.000000,0.000000,0.000000
423,1.144656,0.021793,0.986750,0.000000,1.000000,0.000000
424,0.463783,0.022012,0.986719,1.000000,0.000000,0.000000
425,1.148826,0.019279,0.986688,0.000000,1.000000,0.000000
426,1.162111,0.025504,0.986656,0.000000,1.000000,0.000000
427,0.447635,0.016112,0.986625,1.000000,0.000000,0.000000
428,0.435618,0.013863,0.986594,1.000000,0.000000,0.000000
429,2.470403,0.011476,0.986563,0.000000,0.000000,1.000000
430,0.462496,0.011115,0.986531,1.000000,0.000000,0.000000
431,0.451737,0.011116,0.986500,1.000000,0.000000,0.000000
432,2.513170,0.007971,0.986469,0.000000,0.000000,1.000000
433,0.479794,0.006002,0.986437,1.000000,0.000000,0.000000
434,0.456944,0.004278,0.986406,1.000000,0.000000,0.000000
